Id,order_status,order_products_value,order_freight_value,order_items_qty,order_purchase_timestamp,order_aproved_at,order_delivered_customer_date,customer_city,customer_state,customer_zip_code_prefix,review_score,total_order_value,approval_delay_hours,delivery_time_days,freight_ratio
14,delivered,69.9,12.93,1,2018-07-25 17:44:00,2018-07-25 17:55:00,2018-07-30 15:52:00,Sao Paulo,SP,82,4,82.83000000000001,0.18333333333333332,4.9222222222222225,0.1561
15,delivered,250.0,16.5,1,2018-03-01 14:14:00,2018-03-01 15:10:00,2018-03-12 23:36:00,Bage,RS,964,5,266.5,0.9333333333333333,11.390277777777778,0.0619
16,delivered,79.9,7.82,1,2018-06-07 19:03:00,2018-06-12 23:31:00,2018-06-21 15:34:00,Cubatao,SP,115,3,87.72,124.46666666666667,13.854861111111111,0.0891
17,delivered,32.0,19.41,1,2018-01-02 19:00:00,2018-01-02 19:09:00,2018-01-20 01:38:00,Jaraguari,MS,794,4,51.41,0.15,17.27638888888889,0.3776
18,delivered,287.7,15.37,1,2017-12-26 23:41:00,2017-12-26 23:50:00,2018-01-08 22:36:00,Presidente Prudente,SP,190,5,303.07,0.15,12.95486111111111,0.0507
19,delivered,59.99,15.18,1,2017-11-21 00:03:00,2017-11-21 00:14:00,2017-11-27 18:28:00,Cidade Ocidental,GO,728,3,75.17,0.18333333333333332,6.767361111111111,0.2019
20,delivered,1200.0,60.76,1,2017-10-26 15:54:00,2017-10-26 16:08:00,2017-11-08 22:22:00,Sao Lourenco Do Sul,RS,961,4,1260.76,0.23333333333333334,13.269444444444444,0.0482
21,delivered,199.0,20.12,1,2017-09-18 14:31:00,2017-09-19 04:04:00,2017-10-09 22:23:00,Sao Paulo,SP,55,5,219.12,13.55,21.32777777777778,0.0918
22,delivered,49.39,16.11,1,2018-03-15 08:52:00,2018-03-15 09:09:00,2018-03-19 18:08:00,Brasilia,DF,703,2,65.5,0.2833333333333333,4.386111111111111,0.246
23,delivered,100.0,17.95,1,2018-02-03 20:37:00,2018-02-03 20:50:00,2018-02-08 16:13:00,Pindamonhangaba,SP,124,5,117.95,0.21666666666666667,4.816666666666666,0.1522
24,delivered,139.99,15.74,1,2018-01-08 07:55:00,2018-01-08 08:07:00,2018-01-26 17:32:00,Nova Iguacu,RJ,262,5,155.73000000000002,0.2,18.400694444444444,0.1011
25,delivered,16.99,16.79,1,2018-08-09 11:44:00,2018-08-10 03:24:00,2018-08-13 18:24:00,Vitoria,ES,290,5,33.78,15.666666666666666,4.277777777777778,0.497
26,delivered,36.0,36.46,2,2018-02-20 23:46:00,2018-02-22 02:30:00,2018-03-21 22:03:00,Curitiba,PR,805,5,72.46000000000001,26.733333333333334,28.928472222222222,0.5032
27,delivered,42.79,15.79,1,2018-06-04 00:00:00,2018-06-05 00:35:00,2018-06-16 15:20:00,Vitoria,ES,290,5,58.58,24.583333333333332,12.63888888888889,0.2695
28,delivered,249.0,26.47,1,2018-03-12 01:50:00,2018-03-12 03:28:00,2018-03-21 14:41:00,Serrinha,BA,487,1,275.47,1.6333333333333333,9.535416666666666,0.0961
29,delivered,494.99,20.71,1,2018-05-02 11:45:00,2018-05-03 12:55:00,2018-05-16 20:56:00,Barra Mansa,RJ,273,1,515.7,25.166666666666668,14.38263888888889,0.0402
30,delivered,28.9,15.79,1,2018-02-25 13:50:00,2018-02-25 14:47:00,2018-03-27 23:29:00,Aparecida De Goiania,GO,749,3,44.69,0.95,30.402083333333334,0.3533
31,delivered,189.9,17.03,1,2017-08-10 11:58:00,2017-08-12 02:45:00,2017-08-18 14:28:00,Maua,SP,93,4,206.93,38.78333333333333,8.104166666666666,0.0823
32,delivered,210.0,5.73,1,2018-04-16 21:15:00,2018-04-16 22:10:00,2018-05-05 12:28:00,Itaborai,RJ,248,5,215.73,0.9166666666666666,18.634027777777778,0.0266
33,delivered,157.0,33.55,1,2017-12-12 13:56:00,2017-12-14 13:54:00,2018-01-03 18:03:00,Jaguaribe,CE,634,5,190.55,47.96666666666667,22.17152777777778,0.1761
34,delivered,151.0,42.71,1,2018-02-03 12:38:00,2018-02-03 12:50:00,2018-02-22 00:07:00,Sao Jose Dos Campos,SP,122,5,193.71,0.2,18.478472222222223,0.2205
35,delivered,105.0,21.22,1,2018-07-29 23:34:00,2018-07-29 23:45:00,2018-07-31 22:48:00,Foz Do Iguacu,PR,858,5,126.22,0.18333333333333332,1.9680555555555554,0.1681
36,delivered,24.9,14.1,1,2018-02-17 15:59:00,2018-02-17 16:15:00,2018-03-20 00:59:00,Florianopolis,SC,880,2,39.0,0.26666666666666666,30.375,0.3615
37,delivered,25.9,35.67,1,2018-02-21 18:15:00,2018-02-23 02:10:00,2018-03-13 23:58:00,Fortaleza,CE,603,5,61.57,31.916666666666668,20.238194444444446,0.5793
38,delivered,120.0,14.59,1,2017-07-31 21:37:00,2017-08-02 02:56:00,2017-08-08 21:24:00,Itatiba,SP,132,1,134.59,29.316666666666666,7.990972222222222,0.1084
39,delivered,44.99,15.11,1,2018-06-01 12:23:00,2018-06-05 03:35:00,2018-06-18 21:32:00,Sao Paulo,SP,43,5,60.1,87.2,17.38125,0.2514
40,delivered,97.9,17.94,1,2018-03-26 17:12:00,2018-03-26 17:28:00,2018-04-05 22:11:00,Petropolis,RJ,256,4,115.84,0.26666666666666666,10.207638888888889,0.1549
41,delivered,84.9,19.83,1,2017-05-19 18:53:00,2017-05-19 19:05:00,2017-05-31 13:58:00,Jaragua Do Sul,SC,892,4,104.73,0.2,11.79513888888889,0.1893
42,delivered,59.0,20.81,1,2017-11-24 21:27:00,2017-11-25 00:21:00,2017-12-28 18:59:00,Nova Iguacu,RJ,260,5,79.81,2.9,33.897222222222226,0.2607
43,delivered,99.0,18.27,1,2017-08-04 17:10:00,2017-08-04 17:25:00,2017-08-12 14:08:00,Itaquaquecetuba,SP,85,4,117.27,0.25,7.873611111111111,0.1558
44,delivered,49.99,9.34,1,2018-08-04 23:25:00,2018-08-04 23:35:00,2018-08-13 23:34:00,Sao Paulo,SP,57,5,59.33,0.16666666666666666,9.00625,0.1574
45,delivered,69.49,13.61,1,2018-06-04 16:44:00,2018-06-05 04:31:00,2018-06-05 04:31:00,Sao Bernardo Do Campo,SP,98,4,83.1,11.783333333333333,0.4909722222222222,0.1638
46,delivered,110.0,14.78,2,2017-05-18 13:55:00,2017-05-18 14:05:00,2017-05-29 12:47:00,Sao Paulo,SP,50,4,124.78,0.16666666666666666,10.952777777777778,0.1184
47,delivered,49.9,9.26,1,2017-05-14 20:28:00,2017-05-14 20:42:00,2017-05-25 09:14:00,Viamao,RS,944,5,59.16,0.23333333333333334,10.531944444444445,0.1565
48,delivered,229.9,29.92,1,2018-05-17 16:59:00,2018-05-18 01:17:00,2018-05-21 15:22:00,Pitanga,PR,852,5,259.82,8.3,3.932638888888889,0.1152
49,shipped,58.9,21.25,1,2018-07-29 11:24:00,2018-07-29 11:44:00,2018-08-02 22:09:00,Florianopolis,SC,880,1,80.15,0.3333333333333333,4.447916666666667,0.2651
50,delivered,796.0,51.32,2,2017-08-09 20:19:00,2017-08-11 04:15:00,2017-08-16 17:16:00,Mutum,MG,369,4,847.32,31.933333333333334,6.872916666666667,0.0606
51,delivered,59.8,18.68,2,2018-02-01 14:02:00,2018-02-03 02:53:00,2018-02-14 13:41:00,Sao Paulo,SP,45,5,78.47999999999999,36.85,12.985416666666667,0.238
52,delivered,99.97,38.99,1,2018-06-26 13:42:00,2018-06-27 08:35:00,2018-07-03 18:37:00,Quedas Do Iguacu,PR,854,4,138.96,18.883333333333333,7.204861111111111,0.2806
53,delivered,31.9,17.63,1,2018-07-26 14:39:00,2018-07-26 14:55:00,2018-07-31 22:26:00,Cuiaba,MT,780,2,49.53,0.26666666666666666,5.324305555555555,0.3559
54,delivered,177.0,16.45,1,2017-12-15 00:06:00,2017-12-15 00:14:00,2018-01-03 15:09:00,Belo Horizonte,MG,311,4,193.45,0.13333333333333333,19.627083333333335,0.085
55,delivered,109.9,15.52,1,2017-08-31 08:15:00,2017-08-31 08:30:00,2017-09-04 20:59:00,Jacarei,SP,123,5,125.42,0.25,4.530555555555556,0.1237
56,delivered,49.9,17.63,1,2018-06-11 10:25:00,2018-06-11 10:58:00,2018-06-19 00:31:00,Recife,PE,506,4,67.53,0.55,7.5875,0.2611
57,delivered,49.8,33.58,2,2018-06-11 08:18:00,2018-06-11 08:31:00,2018-06-14 21:32:00,Palmas,PR,855,1,83.38,0.21666666666666667,3.551388888888889,0.4027
58,delivered,59.9,13.54,1,2018-03-09 14:50:00,2018-03-09 15:40:00,2018-04-03 13:28:00,Guarulhos,SP,70,3,73.44,0.8333333333333334,24.943055555555556,0.1844
59,delivered,19.9,21.15,1,2017-03-13 18:14:00,2017-03-13 18:14:00,2017-04-06 13:37:00,Teresina,PI,640,5,41.05,0.0,23.80763888888889,0.5152
60,delivered,269.9,43.97,1,2017-06-13 21:11:00,2017-06-15 03:05:00,2017-06-19 18:51:00,Campinas,SP,131,1,313.87,29.9,5.902777777777778,0.1401
61,delivered,59.9,20.75,1,2017-11-30 22:02:00,2017-12-02 02:51:00,2017-12-05 20:28:00,Rio De Janeiro,RJ,217,2,80.65,28.816666666666666,4.934722222222222,0.2573
62,delivered,330.0,10.32,1,2018-08-05 13:09:00,2018-08-05 13:24:00,2018-08-10 18:35:00,Varzea Paulista,SP,132,5,340.32,0.25,5.226388888888889,0.0303
63,delivered,59.9,14.13,1,2017-11-15 11:31:00,2017-11-15 11:46:00,2017-11-22 22:41:00,Sao Paulo,SP,27,5,74.03,0.25,7.465277777777778,0.1909
64,delivered,290.0,13.42,1,2018-02-19 20:31:00,2018-02-21 06:15:00,2018-03-09 22:22:00,Novo Horizonte,SP,149,5,303.42,33.733333333333334,18.077083333333334,0.0442
65,delivered,174.0,20.19,1,2018-04-22 08:48:00,2018-04-24 18:25:00,2018-04-24 19:31:00,Itapecerica,MG,355,5,194.19,57.61666666666667,2.446527777777778,0.104
66,delivered,19.99,16.79,1,2018-01-07 21:44:00,2018-01-07 21:51:00,2018-01-17 20:26:00,Salvador,BA,419,4,36.78,0.11666666666666667,9.945833333333333,0.4565
67,delivered,249.9,19.0,1,2018-02-10 13:26:00,2018-02-10 13:35:00,2018-02-20 22:13:00,Alegre,ES,295,4,268.9,0.15,10.365972222222222,0.0707
68,delivered,145.0,8.28,1,2018-06-18 16:02:00,2018-06-18 17:00:00,2018-06-22 21:18:00,Guarulhos,SP,72,4,153.28,0.9666666666666667,4.219444444444444,0.054
69,delivered,148.0,12.54,1,2018-06-13 13:47:00,2018-06-15 02:37:00,2018-06-18 22:32:00,Atibaia,SP,129,5,160.54,36.833333333333336,5.364583333333333,0.0781
70,delivered,24.9,11.85,1,2018-07-15 08:33:00,2018-07-16 14:31:00,2018-07-24 16:41:00,Sao Paulo,SP,83,5,36.75,29.966666666666665,9.338888888888889,0.3224
71,delivered,38.99,8.72,1,2017-09-13 14:27:00,2017-09-13 14:44:00,2017-09-16 15:40:00,Sao Jose Dos Campos,SP,122,1,47.71,0.2833333333333333,3.0506944444444444,0.1828
72,delivered,144.0,18.89,1,2018-04-13 08:44:00,2018-04-13 13:30:00,2018-04-19 20:41:00,Rio De Janeiro,RJ,200,3,162.89,4.766666666666667,6.497916666666667,0.116
73,delivered,124.9,17.06,1,2018-02-15 10:33:00,2018-02-15 10:47:00,2018-02-24 19:15:00,Porto Alegre,RS,913,5,141.96,0.23333333333333334,9.3625,0.1202
74,delivered,29.99,7.39,1,2017-02-20 11:45:00,2017-02-22 03:10:00,2017-03-09 14:27:00,Sao Bernardo Do Campo,SP,98,5,37.379999999999995,39.416666666666664,17.1125,0.1977
75,delivered,74.8,17.77,1,2017-04-20 17:15:00,2017-04-21 05:15:00,2017-05-10 09:17:00,Taiobeiras,MG,395,3,92.57,12.0,19.668055555555554,0.192
76,delivered,269.9,28.04,1,2017-09-15 09:19:00,2017-09-15 09:35:00,2017-09-25 20:14:00,Belem,PA,668,5,297.94,0.26666666666666666,10.45486111111111,0.0941
77,delivered,59.99,22.13,1,2018-07-28 16:52:00,2018-07-31 03:50:00,2018-08-06 18:44:00,Corumba,MS,793,5,82.12,58.96666666666667,9.077777777777778,0.2695
78,delivered,79.99,22.49,1,2017-08-09 18:32:00,2017-08-09 18:45:00,2017-08-16 18:17:00,Mata De Sao Joao,BA,482,5,102.47999999999999,0.21666666666666667,6.989583333333333,0.2195
79,delivered,99.99,16.33,1,2018-08-26 22:04:00,2018-08-28 04:10:00,2018-08-29 12:40:00,Sao Paulo,SP,39,3,116.32,30.1,2.6083333333333334,0.1404
80,delivered,59.0,15.85,1,2017-07-30 03:06:00,2017-07-30 03:25:00,2017-08-01 14:27:00,Rio De Janeiro,RJ,220,3,74.85,0.31666666666666665,2.472916666666667,0.2118
81,delivered,104.9,13.07,1,2017-12-22 00:17:00,2017-12-23 02:15:00,2018-01-09 19:52:00,Pindamonhangaba,SP,124,4,117.97,25.966666666666665,18.81597222222222,0.1108
82,delivered,17.9,16.05,1,2017-04-06 22:39:00,2017-04-06 22:50:00,2017-04-11 12:31:00,Porto Alegre,RS,915,4,33.95,0.18333333333333332,4.5777777777777775,0.4728
83,delivered,56.99,17.68,1,2017-05-09 20:48:00,2017-05-09 21:02:00,2017-05-18 13:22:00,Fortaleza,CE,608,4,74.67,0.23333333333333334,8.690277777777778,0.2368
84,delivered,29.99,24.35,1,2017-04-20 20:42:00,2017-04-20 20:55:00,2017-05-11 13:07:00,Sao Luis,MA,650,5,54.34,0.21666666666666667,20.68402777777778,0.4481
85,delivered,64.9,17.29,1,2017-10-16 14:56:00,2017-10-17 03:49:00,2017-11-08 21:25:00,Saquarema,RJ,289,5,82.19,12.883333333333333,23.270138888888887,0.2104
86,delivered,89.9,11.24,1,2017-12-08 09:42:00,2017-12-09 02:49:00,2017-12-19 18:43:00,Pindamonhangaba,SP,124,5,101.14,17.116666666666667,11.375694444444445,0.1111
87,delivered,34.9,14.52,1,2017-08-26 16:53:00,2017-08-27 17:04:00,2017-09-08 20:39:00,Rio De Janeiro,RJ,222,5,49.42,24.183333333333334,13.156944444444445,0.2938
88,delivered,53.9,16.07,1,2018-02-27 12:55:00,2018-03-01 02:48:00,2018-03-16 14:59:00,Jaragua Do Sul,SC,892,4,69.97,37.88333333333333,17.086111111111112,0.2297
89,delivered,32.9,25.63,1,2018-05-11 13:10:00,2018-05-11 13:36:00,2018-05-21 16:09:00,Maringa,PR,870,5,58.53,0.43333333333333335,10.124305555555555,0.4379
90,delivered,79.99,17.29,1,2018-01-22 19:22:00,2018-01-22 19:36:00,2018-02-15 20:08:00,Indaiatuba,SP,133,5,97.28,0.23333333333333334,24.031944444444445,0.1777
91,delivered,160.0,38.08,1,2018-05-01 08:12:00,2018-05-01 08:52:00,2018-05-04 14:02:00,Batalha,PI,641,1,198.07999999999998,0.6666666666666666,3.2430555555555554,0.1922
92,delivered,109.9,13.35,1,2017-09-19 22:17:00,2017-09-20 07:55:00,2017-10-10 18:43:00,Sao Paulo,SP,58,5,123.25,9.633333333333333,20.851388888888888,0.1083
93,delivered,537.99,17.87,1,2018-04-11 22:32:00,2018-04-11 22:49:00,2018-04-27 23:14:00,Rio De Janeiro,RJ,227,1,555.86,0.2833333333333333,16.029166666666665,0.0321
94,delivered,16.0,11.85,1,2017-12-20 23:45:00,2017-12-22 02:37:00,2018-01-09 18:14:00,Marilia,SP,175,5,27.85,26.866666666666667,19.770138888888887,0.4255
95,delivered,84.9,28.99,1,2018-04-22 23:23:00,2018-04-24 19:24:00,2018-04-30 17:57:00,Garanhuns,PE,552,5,113.89,44.016666666666666,7.773611111111111,0.2545
96,delivered,84.99,13.15,1,2018-08-03 08:59:00,2018-08-03 09:31:00,2018-08-17 00:49:00,Sao Paulo,SP,14,4,98.14,0.5333333333333333,13.659722222222221,0.134
97,delivered,238.99,18.11,1,2018-05-14 08:35:00,2018-05-14 08:52:00,2018-05-18 14:48:00,Jacaraci,BA,463,5,257.1,0.2833333333333333,4.259027777777778,0.0704
98,delivered,86.9,16.24,1,2017-11-22 11:32:00,2017-11-22 11:46:00,2017-12-28 19:43:00,Piracicaba,SP,134,3,103.14,0.23333333333333334,36.34097222222222,0.1575
99,delivered,19.8,29.04,2,2017-03-30 07:50:00,2017-03-30 08:05:00,2017-04-10 02:59:00,Macae,RJ,279,3,48.84,0.25,10.797916666666667,0.5946
100,delivered,29.0,7.78,1,2018-06-05 09:10:00,2018-06-05 09:32:00,2018-06-18 12:36:00,Sao Bernardo Do Campo,SP,97,4,36.78,0.36666666666666664,13.143055555555556,0.2115
101,delivered,339.9,39.29,1,2018-08-26 11:04:00,2018-08-26 11:15:00,2018-08-28 21:06:00,Araguaina,TO,778,5,379.19,0.18333333333333332,2.4180555555555556,0.1036
102,delivered,103.9,11.75,1,2017-05-17 08:36:00,2017-05-17 08:45:00,2017-05-23 13:32:00,Sao Paulo,SP,43,5,115.65,0.15,6.205555555555556,0.1016
103,delivered,199.99,22.05,1,2018-07-30 22:41:00,2018-08-01 02:50:00,2018-08-03 19:28:00,Sao Paulo,SP,40,1,222.04000000000002,28.15,3.865972222222222,0.0993
104,delivered,139.0,23.85,1,2018-08-03 17:44:00,2018-08-07 06:15:00,2018-08-07 06:15:00,Panambi,RS,982,4,162.85,84.51666666666667,3.5215277777777776,0.1465
105,delivered,339.9,11.19,1,2018-03-01 22:14:00,2018-03-02 22:08:00,2018-03-09 14:48:00,Sao Caetano Do Sul,SP,95,5,351.09,23.9,7.690277777777778,0.0319
106,delivered,119.9,8.78,1,2018-02-06 21:09:00,2018-02-06 21:29:00,2018-02-16 20:24:00,Duque De Caxias,RJ,252,5,128.68,0.3333333333333333,9.96875,0.0682
107,delivered,40.0,13.37,1,2017-01-28 23:45:00,2017-01-29 01:31:00,2017-02-10 17:30:00,Praia Grande,SP,117,5,53.37,1.7666666666666666,12.739583333333334,0.2505
108,delivered,204.99,18.68,1,2018-01-27 22:04:00,2018-01-27 22:16:00,2018-02-09 20:16:00,Sao Paulo,SP,32,5,223.67000000000002,0.2,12.925,0.0835
109,delivered,39.0,12.69,1,2017-07-01 15:42:00,2017-07-04 04:10:00,2017-07-12 20:17:00,Barueri,SP,64,4,51.69,60.46666666666667,11.190972222222221,0.2455
110,delivered,35.0,17.78,1,2017-09-27 12:07:00,2017-09-27 12:26:00,2017-09-30 17:13:00,Gurupi,TO,774,5,52.78,0.31666666666666665,3.2125,0.3369
111,delivered,53.9,14.47,1,2017-11-28 21:00:00,2017-12-01 09:31:00,2018-01-23 21:38:00,Sao Paulo,SP,82,4,68.37,60.516666666666666,56.02638888888889,0.2116
112,delivered,116.99,14.57,1,2018-02-01 12:31:00,2018-02-01 12:54:00,2018-02-02 16:12:00,Rio De Janeiro,RJ,230,2,131.56,0.38333333333333336,1.1534722222222222,0.1107
113,delivered,12.9,16.79,1,2018-08-22 16:10:00,2018-08-22 16:25:00,2018-08-28 14:52:00,Sao Goncalo,RJ,244,5,29.689999999999998,0.25,5.945833333333334,0.5655
114,delivered,104.0,14.9,1,2018-07-06 23:36:00,2018-07-07 10:10:00,2018-07-13 17:18:00,Volta Redonda,RJ,272,4,118.9,10.566666666666666,6.7375,0.1253
115,delivered,69.9,12.43,1,2018-05-09 18:27:00,2018-05-09 18:54:00,2018-05-22 00:08:00,Guarulhos,SP,70,4,82.33000000000001,0.45,12.236805555555556,0.151
116,delivered,69.0,15.23,1,2017-11-26 17:49:00,2017-11-26 17:58:00,2018-01-20 13:42:00,Vespasiano,MG,332,1,84.23,0.15,54.828472222222224,0.1808
117,delivered,49.9,17.6,1,2017-09-29 09:32:00,2017-09-29 09:44:00,2017-09-30 16:55:00,Navegantes,SC,883,5,67.5,0.2,1.3076388888888888,0.2607
118,delivered,144.41,17.45,1,2017-06-27 23:11:00,2017-06-27 23:35:00,2017-06-29 10:16:00,Rio De Janeiro,RJ,209,4,161.85999999999999,0.4,1.4618055555555556,0.1078
119,delivered,597.9,17.21,1,2018-01-23 10:32:00,2018-01-23 10:59:00,2018-02-07 14:59:00,Adamantina,SP,178,2,615.11,0.45,15.185416666666667,0.028
120,delivered,220.0,13.88,1,2018-08-20 18:24:00,2018-08-20 18:35:00,2018-08-28 13:43:00,Macaubal,SP,152,5,233.88,0.18333333333333332,7.804861111111111,0.0593
121,shipped,23.99,7.39,1,2018-01-30 07:51:00,2018-01-30 08:13:00,2018-02-20 15:25:00,Osasco,SP,61,2,31.38,0.36666666666666664,21.315277777777776,0.2355
122,invoiced,108.9,18.19,1,2018-03-31 14:20:00,2018-04-03 05:10:00,2018-04-07 00:06:00,Concordia,SC,897,1,127.09,62.833333333333336,6.406944444444444,0.1431
123,delivered,35.0,11.85,1,2018-03-07 23:00:00,2018-03-09 03:00:00,2018-03-19 18:46:00,Ribeirao Preto,SP,140,5,46.85,28.0,11.823611111111111,0.2529
124,delivered,364.0,64.58,1,2018-05-08 22:12:00,2018-05-08 22:31:00,2018-05-14 18:55:00,Ribeiropolis,SE,495,5,428.58,0.31666666666666665,5.863194444444445,0.1507
125,delivered,99.9,12.4,1,2017-03-30 14:46:00,2017-03-30 14:55:00,2017-04-27 11:08:00,Barueri,SP,64,4,112.30000000000001,0.15,27.84861111111111,0.1104
126,delivered,219.99,30.47,1,2017-11-24 21:55:00,2017-11-25 01:31:00,2017-12-01 21:11:00,Nova Cruz,RN,592,5,250.46,3.6,6.969444444444444,0.1217
127,delivered,56.99,8.72,1,2018-04-25 22:18:00,2018-04-25 22:31:00,2018-04-27 16:50:00,Sao Paulo,SP,81,4,65.71000000000001,0.21666666666666667,1.7722222222222221,0.1327
128,delivered,89.1,16.59,1,2017-07-16 10:27:00,2017-07-16 10:35:00,2017-07-21 19:59:00,Santa Luzia,MG,330,5,105.69,0.13333333333333333,5.397222222222222,0.157
130,delivered,99.0,11.71,1,2017-11-21 12:08:00,2017-11-21 12:40:00,2017-11-28 20:33:00,Carapicuiba,SP,63,5,110.71000000000001,0.5333333333333333,7.350694444444445,0.1058
131,delivered,29.9,26.61,1,2017-10-19 15:08:00,2017-10-19 15:35:00,2017-10-24 15:57:00,Maraba,PA,685,5,56.51,0.45,5.034027777777778,0.4709
132,delivered,86.9,21.1,1,2018-07-22 15:19:00,2018-07-23 12:32:00,2018-08-02 21:08:00,Rio De Janeiro,RJ,224,1,108.0,21.216666666666665,11.24236111111111,0.1954
133,delivered,399.0,20.04,1,2017-12-02 14:28:00,2017-12-02 14:38:00,2017-12-11 16:17:00,Rio De Janeiro,RJ,219,1,419.04,0.16666666666666666,9.075694444444444,0.0478
134,delivered,259.9,14.84,1,2018-03-26 09:14:00,2018-03-26 09:28:00,2018-03-29 20:08:00,Americana,SP,134,5,274.73999999999995,0.23333333333333334,3.4541666666666666,0.054
135,shipped,54.9,17.81,1,2018-01-09 06:37:00,2018-01-09 07:27:00,2018-01-15 14:56:00,Goiania,GO,744,1,72.71,0.8333333333333334,6.346527777777778,0.2449
136,delivered,13.98,7.71,1,2018-02-06 18:25:00,2018-02-07 02:35:00,2018-02-14 19:07:00,Brasilia,DF,726,5,21.69,8.166666666666666,8.029166666666667,0.3555
137,delivered,199.0,28.14,1,2018-07-18 13:39:00,2018-07-18 13:50:00,2018-07-26 18:26:00,Santa Rita Do Araguaia,GO,758,5,227.14,0.18333333333333332,8.199305555555556,0.1239
138,delivered,388.0,38.08,1,2017-03-28 16:03:00,2017-03-28 16:15:00,2017-03-31 10:07:00,Rio Branco,AC,699,1,426.08,0.2,2.7527777777777778,0.0894
139,delivered,29.0,7.94,1,2018-06-08 12:19:00,2018-06-08 12:37:00,2018-06-15 20:58:00,Sao Paulo,SP,26,5,36.94,0.3,7.360416666666667,0.2149
140,canceled,98.49,36.2,1,2017-07-10 12:23:00,2017-07-12 02:10:00,2017-07-17 17:03:00,Pocos De Caldas,MG,377,1,134.69,37.78333333333333,7.194444444444445,0.2688
141,delivered,132.7,25.68,1,2018-05-16 16:10:00,2018-05-18 04:54:00,2018-05-24 19:04:00,Rio De Janeiro,RJ,230,5,158.38,36.733333333333334,8.120833333333334,0.1621
142,delivered,269.0,17.64,1,2018-07-05 18:40:00,2018-07-05 18:55:00,2018-07-11 21:16:00,Ouro Preto,MG,354,4,286.64,0.25,6.108333333333333,0.0615
143,delivered,119.9,18.59,1,2017-09-20 17:12:00,2017-09-21 14:44:00,2017-09-28 19:47:00,Rio De Janeiro,RJ,210,5,138.49,21.533333333333335,8.10763888888889,0.1342
144,delivered,53.9,13.46,1,2018-02-21 17:15:00,2018-02-22 16:10:00,2018-03-22 00:03:00,Sao Paulo,SP,57,5,67.36,22.916666666666668,28.283333333333335,0.1998
145,delivered,124.8,14.23,1,2018-01-10 14:18:00,2018-01-11 02:48:00,2018-01-24 23:16:00,Sao Paulo,SP,20,5,139.03,12.5,14.373611111111112,0.1024
146,delivered,39.99,12.96,1,2017-04-26 16:14:00,2017-04-27 17:22:00,2017-05-12 14:04:00,Paraguacu Paulista,SP,197,1,52.95,25.133333333333333,15.909722222222221,0.2448
